Emotion,Comment
4,"My boss on the job failed to keep his promise about something he  
knew was extremely important to me."
5,An exam where questions about very specific knowledge were asked.
0,"When my father managed to begin a ""new life"" after the divorce  
from my mother; resulting in a new little sister for me."
1,"A ""near-accident"" in a car, driving too fast on an icy road."
3,"Being bored in school, not being able to marry and have children."
4,"When my mother's new husband treated her and my brothers and  
sisters badly."
5,Stealing from my mother's purse when I was a little boy.
0,"I was in hospital, and then was visited by someone quite  
unexpected."
2,"I was accused of a misdemeanour, unjustly."
4,Slaughtering of animals.
5,"I entered the wrong room, and got into a bed where someone  
already was sleeping."
0,"When I finally managed to get a specific sound from my guitar,  
after baving tried for a long time."
1,"Climbing a mountain, I got stuck and realized I could get neither  
up nor down."
3,"Discovering that Lillehammer provided no musical environment that  
suits my taste, even though I had been told so."
4,Can't describe any disgust situation.
5,"When the cast general election resulted in Norway getting a  
conservative government."
6,"A friend of mine shot himself through the head after having told  
me and others that he would do so."
1,"When I almost ran over a small boy who suddenly was in front of  
my car."
2,"When my father phoned me to come home from my vacation, since he  
no longer had the time to look after my garden and animals."
6,"When my ex-husband left our house, and the children cried because  
he was not coming back."
0,"When my special friend said ""I love you"" for the first time."
2,When my car suddenly broke down !
3,When an earlier friend was spreading negative rumours about me.
4,"There is a certain person, whom I only have seen. He makes me  
cringe, feel disgust."
5,Cheating to get the best grade on a test in 7th grade.
1,"After seeing a terror movie at the cinema, I was so scared that I  
couldn't even drive the car into the garage. I often thought  
about the film afterwards, hoping such things couldn't exist in  
the ""real world""."
3,When my gradmother died.
5,I overreacted towards my mother and felt ashamed afterwards.
6,"When my parents work very hard and get tired - while I go to  
school and study instead of helping them. I feel that I'm letting  
them down, disappointing them."
0,Got in touch with earlier friends after a long absence.
5,"Feeling inadequate in a group situation, being unable to convey  
my own thoughts and feelings."
0,"Receiving a much wanted letter from a very good friend who lives  
abroad."
1,"Before getting back the results of a test in school, when I had  
worked very hard and was worried about not succeeding."
3,"Realizing that school will soon be over, and we will all go  
different ways, perhaps never meeting again our friends from this  
year."
4,"In a public swimming hall I saw a very aggressive man who  
practically attacked the children who got in his way when he was  
swimming."
5,"I was making very strong statements about infidelity in couples.  
Then I discovered that one of my best friends, who had just been through  
a very sad case of mutual infidelity, was listening."
6,"I had planned a trip to the South during Easter, together with a  
friend. She was very sorry when I changed my mind and decided not  
to go after all."
1,"One dark night with no street lights, a car was obviously  
following me."
3,"I was told by a good friend that we couldn't be friends any more  
because of his relationship with another girl."
0,"When my fiancee travelled 2000 Km to visit me, and I hadn't seen  
her for 4 months."
1,"I was beaten up at a private New Year's party once, through no  
fault of mine."
2,"I felt unfairly treated at an airport, being told to use a  
different counter (for domestic traffic only)."
4,"The murder of two girls on a school trip to Berlin (and sexual  
crimes generally) a couple of years ago."
5,"When taking part in the mobbing of one of my best friends in  
primary school."
1,Not applicable to myself.
3,A very close friend left me.
4,"Some people were unfairly treated, because of their  
nationality/colour."
5,"Taking part in the mobbing of some girls in my class in primary  
school."
6,Not applicable to myself.
1,"A letter from my boyfriend began in such a way that I thought he  
was going to end our relationship. I was afraid of reading the  
rest."
2,"My nephew is a deaf and also ""hyperactive"" boy. I had been  
responsible for looking after him for a full day, and was very  
tired. Then he suddenly grabbed a knife and stabbed me in the  
leg. I got so angry that I didn't feel any pain."
4,Close friends talking badly of other friends.
0,Renewed contact with an earlier friend.
2,"A close friend first said he accepted an agreement, but later  
used that agreement as a reason for attacking me."
3,"When realizing that my girlfriend and myself in fact had started  
the process of breaking up."
5,"Was accused of having hidden intentions in a situation when I  
believed I was acting honestly and fairly."
0,"Receiving a postcard form my sweetheart who was abroad on  
vacation, not being at all sure if he would write me or not."
3,"Having to go back home form the U.S. after having been there for  
ten weeks to visit my brother and his family."
6,"I dated another boy several times, when I was still ""going with""  
my former boyfriend. This made me feel a little bit guilty towards  
my friend."
0,Finding my glasses again after having lost them in town.
1,Falling off a cliff in the mountains.
2,Having a fight with a class mate.
3,When the gear broke on my car.
6,I forgot to lock the outside door at my Land Lady's place.
0,I got a job right after school was over.
3,At the death of a close relative.
4,"Having been unjustly punished, I feel disgust towards the person  
responsible."
5,Being caught in changing the truth (lying).
6,"Doing something wrong at home, and then letting my (normally)  
more rampant brother take the blame."
1,"Climbing a mountain where the rocks were very loose. When we  
realized the danger, we were very high up, but still had a long  
climb ahead."
2,"Being a spokesman for the union, I got into a quarrel with a  
colleague who had been acting disloyally over a sustained period  
of time."
3,"When my grandfather died, with whom I had a very close  
relationship."
4,"Reading about executions and massacres which happened during  
World War II, I felt disgust towards those who did it."
5,"I woke up at the house of someone I knew, not remembering very  
much about what had been said or done during the party on the  
previous night."
6,"Borrowing a car, and then having a minor accident (breaking a  
headlight)."
1,"When I realized that we are living on borrowed time, and that the  
nuclear holocaust appears to come closer every day."
2,"When others let me down, fail to keep agreements."
3,Death in the close family.
4,"When people manipulate others through appearing better than what  
they really are."
5,Participating in a theft several years ago.
6,"Feeling helpless, not being able to accomplish what I really  
wanted to do."
2,"I was accused of having drunk a bottle of liquor and then  
refilling with water."
3,"Got a package from my parents, without even a small note  
enclosed."
5,"Telling friends about how my parents had been treating my  
brothers and sisters unfairly."
0,Winning the local soccer championships this year was a great joy.
1,Before important sports events.
3,"Not succeeding in a cross-country skiing competition, which I  
intended to win."
4,Can't remember any episode of disgust.
5,"When I got really drunk on Norvegian Indipendence Day, and was  
not allowed to participate in football (soccer) games for two  
weeks. That was very unpleasant."
6,When I and the boy next door set fire to a house by accident.
0,Getting the top price in the football pools.
1,"Was threatened with a knife ... in the military by soldiers form  
another unit. The reason was girls."
2,When my mother treats me as a 10-year old boy.
3,Getting to know that my uncle in America had a brain tumor.
4,"Outside a night club, a grown man was sitting on top of a younger  
woman, beating her up."
6,"When being illoyal (disloyal) to people close to me. Had such an  
episode with my sister, who should have received my support and  
attention."
2,"Having agreed to share the taxi expenses, three people in the  
back of the car just ran off, leaving the person up front with  
the entire bill."
3,Death of a close friend.
5,"At a private party I literally fell into the food. The party was  
completely ruined for the host, carpets had to be cleaned, etc."
6,"Accidentally dropped a friends camera flash, so that it was  
broken."
1,"Almost crashing my car, something which could have led to great  
problems."
2,"Realizing that a friend had been talked into signing a certain  
contract."
3,"Talking to a pensioned and bitter ""street order"" policeman."
4,The sadistinc exacution of a student in the USA.
5,Forgetting an important appointment.
6,"Not keeping a promise of delivering materials of great importance  
to the receiver."
0,Managed to run 30 Km on skis fairly simply.
1,"Afraid I wouldn't catch the train when I was going to see my  
sweetheart."
2,Receiving personal criticisms early in the morning.
3,Not getting a job.
4,Seeing a pornographic film when looking for a place to live.
5,When unjustified hurting other people.
2,"Physical violence. A friend wouldn't listen to me I repeatedly  
tried to warn him, to no avail. Result: eight people were ""pissed  
off""."
3,My father dying.
4,Maltreatment of children.
5,I lost my driver's licence because of speeding.
6,"Car accident, hurt three of my closest family."
2,"In traffic I often get relatively angry with other drivers.  
Several transgressions make me mad, especially not yielding to  
priority traffic (e.g. coming from the right)."
3,"Losing close people and animals. So far, I've felt most when  
losing our dog in a traffic accident."
6,"I often feel guilty, and it has to do with other people, e.g. if  
I haven't visited my older relatives for a while."
0,When the contract about my shop was signed.
1,"Being very close to having an auto accident, almost driving off  
the road."
3,"My sweatheart were away on a trip, and then she got problems."
0,"Receiving a letter form a girl that means a lot to me  
emotionally."
2,Being slandered by friends.
4,Does not apply.
6,Being aggressive against members of my family.
1,I was scared in the dark when I was a little boy.
3,My grandfather's death.
5,Was caught stealing apples in a neighbor's garden.
0,"When the bank let me borrow some money this winter, after my  
grant was spent."
2,"My father accused my brother of having bumped his car, and it was  
wrong."
3,When a girlfriend left me.
6,"During 7th grade our class mobbed a famale teacher so badly that  
she had a breackdown and was hospitalized."
0,"I am a school teacher. At a teacher-parent meeting I received a  
good deal of positive feed-back on my work both from the parents  
and through them from the pupils."
1,"As a child, when I was at home alone, I felt in an indefinate  
manner afraid of the death of my father and mother."
2,"I had a discussion with my mother concerning my sister's divorce,  
we disagreed strongly."
3,"As a ten-year-old I was at the funeral of my grand-father.  It was more  
the ceremonies held in the church and not really the death of my  
grand-father which made me sad."
5,"When I confessed to my girl-friend (now my wife) that I had  
betrayed her with another woman."
6,"The same as in ""shame""."
0,[ A successful lesson.]
3,When I am at home alone.
4,A saturday night a bus full of drunken people.
5,"A conflict with a pupil and there were probatory teachers  
present."
0,When in an economic crisis I got an unexpected sum of money.
3,"When I noticed obvious marks of old age (in a negative sense) on  
a close relative of mine."
4,"As a child, when I saw an ""unesthetic"" sight."
5,"On a social occasion, I noticed that I reacted on the basis of my  
autonomous nerve system (I could not help it)."
6,"When I caused needless anxiety to a person close to me because of  
my lack of self-insight."
1,"I had been drinking with a pal and I later (1 o' clock) had a date   
with my fiancee.  We were going to a Spanish lesson and I was  
afraid that she would smell that I had been drinking."
3,I had drunk a couple of beers and my fiancee got angry at me.
4,"We were at a hamburger bar and a man at a table nearby started  
coughing and spitting into his plate."
6,"We had had a party the night before and we still had some liquors  
left the morning after. I went to the kitchen pretending to  
prepare some tea and was caught by my fiancee pouring some rum  
down my throat."
0,While dancing in a restaurant last week.
1,"I was on the Inter Rail in Naples alone. After an evening in a  
restaurant I was going back to the hotel when a prostitute  
approached me to sell herself. I refused but as I carried on  
walking I felt that I was being followed by someone."
2,When a girl left me.
4,"On Reperbahn, in a restaurant, a ""charming"" old saleswoman came  
to beg a drink for herself."
5,"At the funeral of my uncle, I was one of the bearers.  I was not  
familiar with the etiquette and acted tactlessly because of my  
ignorance."
6,"On Reberbahn, I was in a ""restaurant"" where drinks were  
overpriced.  I did not ask for the prices beforehand, and when  
the bill came I could not pay the bill."
0,"My girlfriend gave me some feed-back and I understood that it  
meant that our relationship was about to turn even closer."
1,"At the dentist's, waiting for my turn to come."
3,"When I came to know that my grandmother had died.  She was very  
close to me."
4,"In the army, an acquaintance of mine tended to use his position  
to advance his own interests."
6,"When I spoke ill of a fellow worker in the absence of this  
person."
2,When stupid people push me during rush time in the city.
4,"When I saw hundreds of snakes twisting over one another in a  
movie."
5,"I saw a skid-row (chronical) alcoholic and I was ashamed of the  
people with a high standard of living."
2,"I had an implicit agreement with my sister about meeting her,  
however she had not understood the situation the same way so she  
did not turn up."
3,I realized that the girl I loved had to leave me.
4,"In the bus I was sitting next to a colleage who was drunk and  
behaved in keeping with his state."
5,"I had promised to help out with domestic chores and I forgot  
about it."
6,I had promised to call a girl but I did not do it.
2,When I learned that my brother had spoilt an LP of mine.
3,"When I came to know that a girl I was fond of already had a  
boyfriend."
6,"I reproached my mother's cooking and criticised her  
personality, and she felt hurt and depressed."
0,I shot the decisive goal in an ice-hockey match.
1,"When I got lost in New York city a late friday night with a  
friend of mine."
2,After having quarelled with a relative of mine about politics.
3,The death of my grandmother.
5,I slandered a person behind his back and he got to know about it.
6,"I had quarelled with a friend of mine and I later realized that  
it was also my fault."
0,"I passed an exam which I was not sure at all to pass.  I rejoyced  
at the result because the possibility of continuing my studies  
depended on it."
1,"In the traffic with a car, I nearly got crushed between a bus and  
a tram.  The attention of other drivers saved me at the last moment."
4,"At my grandmother's detestable and selfish conduct towards my  
elder sister, although her behavior was due to senility and lack of  
understanding."
5,"I arrived late at a seminar concerning my major subject at  
university, although I had been appointed to formally oppose the  
paper which was being presented."
1,A dark night when I had to go to the outdoor lavatory.
3,"The long lasting illness of my grand-mother, and the changes in  
family relationships caused by it."
4,"Spoilt, smashed and molded potatoes in the fridge, and having to  
clean up the dish later."
5,"A truth expressed unthinkingly at a coffee party.  I realized  
later that I had been inconsiderate, at a wrong moment and the  
wrong place."
6,"I did not go to the exercises, without any adequate reason."
0,"When I got home from my job, I found a letter from the university  
telling me that I had been admitted to begin my studies."
1,"While watching TV (a war movie), I felt a strong fear of death,  
threat and fear of loosing people close to me."
2,"I was angry with a friend of mine who behaved in an affected  
manner."
3,"I made a long-distance call to people rather close to me and I  
thought about the sad incident that had happened to them in the  
near past; I knew that they were thinking about it too when I made  
the call."
4,"My parents inherited an appartment and this made them behave in a  
peculiar manner."
5,When my friend let my personal matters be publicaly known.
6,"When I think about my family (parents, brothers, sisters) guilt  
is a part of my feelings."
1,When my father was very drunk and raging at home.
5,"My girlfriend was away visiting another city and I brought  
another girl home. Next morning when I started getting sober I  
felt quite ashamed of myself."
6,"I got 100 FIM too much when I changed money at the bank.  They  
soon called me at my job and the situation was embarrasing for  
me."
1,"In Sweden, a friend and I lived in an appartment owned by a Finn.  
 One day, this man came back to the appartment heavily drunk  
(hashish and alcohol).  He was quite dizzy and he broke down, and  
I could not foretell his reactions.  However, nothing happened."
4,"In the army, I had been in hospital for two weeks and as soon as  
I returned to the company, a sergeant ordered me to fetch a load  
on the tractor trailer."
5,"On the way back from a Summer spent in Sweden, I drunk with a man  
in the train.  I had drunk so much that when I got home I fell  
asleep in the entrance hall.  I have never drunk that much,  
neither before nor after that incident.  I was ashamed because my  
mother and my sister had to see me in that state and my father  
had to carry me to bed."
6,"While at primary school, I did not let a friend ring a bell  
although he would have liked to do it.  Afterwards I felt bad."
1,"I was jogging in the forest, in the central park area, when I saw  
a man hiding behind a tree.  I got frigthened, turned around and  
ran out of the forest."
2,"I was coming home in a taxi with a fellow worker of mine.  He was  
criticizing my earlier conduct towards him, which to my mind was  
unfounded.  When I reached home, I ran out of the taxi and  
slammed the door."
4,"I was travelling in a local train when a drunkard, smelling  
terribly, entered the same carriage and started eating fish that  
was stinking."
6,"I was working as a secretary.  My boss was to go to give a  
lecture, and wanted me to give him the exact address of the  
place."
0,"A sunny Autumn day, after a long rainy period."
2,"A person close to me mistook my good intentions for bad, and  
therefore associated unpleasant traits to me."
3,"[ A person close to me told me that his positive regard depended  
on my conduct.]"
4,"When an untidy and heavyly drunk person made endeavours to  
approach me."
6,I lost my self-control and raised my voice at a child.
0,I got to know that I had been accepted at university.
1,"I had been watching a TV-program on paranormal phenomena.  At  
night I could not fall off to sleep as I feared that humanoids  
were on the move."
2,"My superior blamed me for some neglects at work in front of  
others.  In fact, the task in question was not supposed to be  
done by me."
5,When I forgot a promise made to a friend of mine.
6,"It was my turn to cook dinner.  I forgot a dish (the favourite of  
the family) in the oven and it got burnt and was uneatable."
0,"My joy was the joy of meeting again.  My husband came home after  
having been away for weeks (for work).  I was on the railway  
station to meet him."
2,"A relative of mine had come to see my husband to talk to him  
about a problem concerning his sister and me.  I was angry  
because this relative of mine did not dare to speak to me and  
instead spoke to my husband.  I got to know about it later the  
same day."
4,"The male friend of my mother (a widow) moved in to live with us.   
I did not like the man."
5,"At school I was talking to a classmate about mathematics.  I had  
grown weary of it and said : ""I would like to throw the book on  
the arse of Kuikka"".  My classmate said : ""Now, he is sitting  
there and waiting for the book"" (Kuikka was one of the most quiet  
boys of the class).  I was ashamed of myself."
6,"The death of my father made me feel quite guilty, because my  
attitude towards him had been cold and indifferent."
1,"My husband had gone to drive a strange, broken car.  At the  
agreed time, he had not returned, and I feared that he had had an  
accident."
2,"I am a school teacher.  One of the classes does not obey me at all,  
keeps on talking, does no work.  One afternoon, everything went  
wrong, and I got exceedingly angry."
3,"A young, close relative of mine died, leaving behind a baby a few  
months old."
4,"A series about Freud was shown on TV.  In it, a tampon had been  
set in the nose of a woman, and forgotten there.  After great  
pain it was taken off (close-up picture), the woman was bleeding  
from the nose and the mouth."
5,"I had promised to lend something to my mother-in-law and I forgot  
it a couple of times.  When she asked me about it the third time,  
I was ashamed at my absent-mindedness."
6,"A borrowed car broke down while I was using it.  It was not my  
fault, nevertheless I felt guilty."
1,"I was diving below the ice, in a cave, at a depth of 26 metres.   
Visibility was almost zero and the oxygen level decreased  
threateningly.  There were three of us divers on one safety rope."
3,"My grandfather died, I went to the mortuary and saw the corpse."
5,As a child when I was blamed for peeing in the swimming-pool.
0,My girlfriend sent me a letter with a shiny picture in it.
2,"On the TV news I heard that Nicaragua had complained about the  
increasing threat of war with the USA."
3,My girlfriend gave me the mitten (left me).
4,Watching a violent movie.
5,The morning after a wild party.
3,"When we decided, my boyfriend and I, that we would separate, I  
realized that he would have wanted to continue our relationship  
and the coming separation hurt him."
4,"When an acquaintance of mine told me about the way his parents  
treated their sons in an unequal manner.  The most successful of  
them got continuous encouragement, and the youngest was not  
encouraged and was rejected."
0,"I am not especially good at English, and after the high school  
graduation exam in English I tensely waited for the result the  
whole day.  In the evening, when I heard that I had done  
excellently, I became very happy and the anxiety vanished.  My  
family was at home."
2,"A member of a religious sect tried to convert me, using really  
evil tricks to persuade me.  After he had left, I was anxious and  
angry for a long time. After the event, I was alone."
4,"In a film, there was an episode where they used a chain saw to  
cut a man.  I could not look at it, but I could not avoid  
listening either.  I sought shelter in my boyfriend's arms."
0,"When I got an unexpected letter from  a guy, who had been my school  
mate."
3,"I would have liked to go out to chat with some acquaintances, but  
I realized that I was not wanted.  I felt hurt, disappointed,  
lonely and deserted."
6,"When I was baby-sitting at my cousin's place, I tried to have a  
pleasant time and did not really take care of the child.  I do  
not care very much about children."
1,"When a big angry dog put its snout on my arm and had I made one  
movement it would have bitten me."
3,"[ When after a night of sleeping in another's arms, one wakes  
alone and knows that the lonely arms of the night are not the  
same that one meets in the morning.]"
4,"When an unpleasant person tried to make friends with me.  A  
subtle, small, insignificant, grey being whose helplessness and  
neutrality evoked the feeling of disgust in me."
0,"When my friend told me that he would come and meet me in a  
moment."
1,"My father had been drinking and I feared him when we went to bed  
at night."
3,A close friend of mine had not contacted me for a long time.
4,A friend of mine came to see me when he was quite drunk.
5,I said something especially stupid which I did not mean at all.
0,"When I felt that an exam, which I had feared, was an easy one and  
went well."
1,"I was afraid when my dog ran out through a crack in the fence  
when  a train was coming."
2,"When a friend of mine was drawn into a fight because of the  
stupid gang he belonged to. I felt angry with him and his  
friends. They could not think about anything sensible, but would  
fool around without taking into consideration the feelings of  
other persons. 
"
6,"When as a child I stole, from a friend of mine, the ring she had  
got in an easter egg."
0,"When I got home from a pleasant trip abroad, I got to know that I  
had been accepted at university."
2,"My mother had for some time been trying to separate me from a  
good friend who, she thought, was not good company for me.   
Finally, at breakfast one day, we had an argument and I tried to  
defend my friend."
3,I got to know about the death of a close friend.
4,"When I was watching a movie with many violent episodes.  They  
accurately showed the cutting of corpses, etc..."
5,"When I was caught telling a white lie.  At that time, I was not  
allowed to stay outdoors after 8 p.m.  One day when I was late, I  
made up a story that our neighbour had invited me to his place,  
though I had actually forgotten about the time while playing with  
my pals."
6,"When before the last exam I have taken, I went out instead of  
studying."
0,"When I was pressing figures on the curtain cloth. I had bought  
the cloth after months of hindrances."
1,"I am a kindergarten teacher and I am thoroughly weary of my job.   
After having taken the university entrance exam I suffered from  
anxiety for weeks as I did not want to carry on with my work - studies  
were the only alternative. "
2,"My life-partner, who was drinking more and more, spoke about  
kicking the cat.  He had never done anything of the kind, but I  
knew that he would do so one day, without thinking about it."
1,"The fear about my future : work, making ends meet and health.  
Coping."
2,"A friend of mine ridiculed me, telling me that I would never  
accomplish anything. I felt that he had interfered with my life."
4,A man spat on the wall of a house.
5,"In an express bus I sat on a seat meant for senior citizens and  
invalids."
6,"When I did not succeed in finding a job after having finished a  
nonacademic degree."
1,"At the railway station, while waiting for the last train at night  
I noticed that a drunk young man was appraching me in a  
purposeful mannner."
2,"While having a discussion with my mother, I realized that she  
does not for a moment doubt the justification of her making the  
decisions concerning my life."
4,"While reading Olli Jalonen's new book, the distant, cold and  
selfish relationships between people (in the book) made me feel  
disgusted."
5,When I approached a person of the opposite sex and was rejected.
0,"The day I got to know that I would get a shared dwelling with my  
boyfriend.  My parents place was getting a little crowded with  
my growing bother wanting a room to himself.  I first felt doubt,  
then joy, but also sadness.  The feeling of joy was the  
strongest."
1,"My grandfather had lung-cancer and was being nursed at  
home.  I felt fear when I was alone with him and he almost choked  
on mucus secretions."
2,"The outrageous conduct of a relative towards me and those close  
to me.(blaming us and lying)"
3,We had to finish the life of our 8 year-old dog.
4,A very drunk person.
5,"An argument that grew out of an ordinary conversation with a  
person very close to me, when we should have been having a good  
time together."
6,"While trying to get my little brother over a ditch, he fell on  
his head and started crying.  I was scared of having caused him  
permanent injury."
0,[ A chat on the telephone with a friend.]
1,"[ Meeting some new (unpleasant) people or some new, demanding  
situation.]"
2,"[ For example, unfair pushing in a bus.]"
3,"[ When I am, in my opinion, not understood correctly. ]"
4,[ When some people act very important in any situation.]
6,"[ If one has planned to do something ""important"" and then, for  
some reason, fails to do it.]"
0,"I was in a dancing-tavern and the atmosphere was one of waiting  
for the end of the world.  Suddenly people began dancing wildly,  
inspired by the band.  An unbelievable experience : wonderful  
that even Finns sometimes flare up and forget to think ""what  
others are thinking of me"".  It was delightful to dance to one's  
heart content."
1,"I was travelling back home by boat with two friends of mine after  
a lovely holiday trip.  The night and the sea were dark, and the  
wind was blowing.  I feared that death was there on the boat, I  
somehow felt sure about it.  I feared being left alone."
4,"My mother called me because she had read through the enveloppe a letter  
addressed to me.  She denied having read it intentionally and  
said ""the words just popped out through the enveloppe as the sun  
was shining on it"". Hah Hah."
5,"I feared that I would have to describe my sexual life to an  
older, strange woman."
6,When I moved away from home.
0,"The inflammation of the ear of my child got cured and the doctor  
said that the ear was completely all right."
1,"My husband suddenly fell ill seriously and during the medical  
examinations we did not know what would follow."
2,"The housing council asked the city to cut 40 linden trees so that  
the inhabitants of the lower floors would have a view to the sea."
3,"My child, unexpectedly started acting in a restless and  
disturbing way at school.  In addition his performance at school  
weakened."
4,"On a trip abroad, a lady-like member of our group turned out to  
be an alcoholic.  She spoilt many days of my holidays because of  
her behaviour and paranoia."
5,I failed an exam which I thought I would certainly pass.
0,When a student of mine (at music) performed and played remarkably well.
2,"My boy-friend came home late one night without having told me  
about it before."
5,"When I noticed that a person I found attractive had seen me  
picking my nose."
6,"When I think that I have been too stict or narrow minded towards  
my students."
0,"When I made up with a girl-friend of mine after having been on  
unfriendly terms with her (my fault).  I cried with joy that  
evening."
1,"While cycling in the country, I came across a large herd of  
cows."
2,"When I heard that my step-mother had treated my mother in a wrong  
manner."
4,"When I heard about the advances an acquaintance of mine had made  
to my friends, who did not approve of them."
5,"When after having had sexual intercourse with a friend, I thought  
that he had told about it to a friend of his."
6,"When I promised a male friend of mine to visit him, and did not."
0,"During lectures, I sensed an unexpressed understanding with a boy  
I did not know.  We exchange glances ; I think he likes me, and I  
like him too.  Perhaps he has fallen in love with me ........."
1,"At night, I walk home past a forest.  Once, somebody got stabbed  
in the forest.  I imagine someone attacking me and I hurry up."
2,"In a tram, the ticket seller was commanding, taking the role of a  
leader, trying to emphasize her non-existent authority with undue  
strictness towards a good-humoured drunk who could not find his  
ticket at once."
3,"A relationship in which I had put my trust, broke up.  I was sad  
when I realized how easy it is to forget something that one had  
once regarded as great and significant."
4,"A nightmare.  I was dreaming about bloodsuckers, which I tried to  
shake off from my body, they are everywhere, they get glued, they  
suck.  And there are a lot of them.  I panic."
6,"I met my ex boyfriend by chance.  We separated a few months ago  
and I am now with a new boyfriend.  My ex boyfriend looked  
depressed, and I know I am not to be blamed."
0,"[ During inter-rail-trip, after troubles, I met my little  
sister.]"
1,"Traveling as the only female in a railway carriage in the middle  
of the night in Italy."
2,"A male, Honduran acquaintance of mine despised my opinions."
3,When our dog died.
4,"While walking on the street with a good friend of mine, we met an  
acquaintance of hers.  My friend started showing off and telling  
false stories about herself and praising herself."
5,"I was dishonest to my boyfriend concerning something that is  
important to our relationship."
0,"After having at last finished my master's thesis, I felt great  
joy and relief.  I had been haunted by the thesis during the  
whole of my studies."
1,"While preparing my master's thesis, I was scared that I would not  
accomplish anything as the subject was rather difficult."
2,"During the Summer, at my workplace, a person kept interfering  
with my tasks and making unfounded remarks.  I felt hatred for  
him but it stopped when I realized that he just longed for attention."
4,"After the first of May, I detested my fiance's friends, who had  
piled on to our party and spoilt it completely."
5,"After our sad first of May party, I felt ashamed because the  
friends who had been invited had to suffer.  We, the organizers  
of the party, did not drive the intruders away."
0,When I met a good friend of mine after a long time.
1,"I was camping with a friend of mine and we spent the night in the  
forest.  I could not fall off to sleep and could clearly hear  
noises from outside (steps ?) approaching our tent."
2,When I quarelled with my parents.
6,"While travelling in a bus with an invalid ticket, I got caught."
0,"While having a discussion with a colleague of mine, I realized that her  
conception of man and work were similar to mine."
1,"While he was drunk, my life partner tried to hit me.  I felt  
scared and fled to the bathroom."
2,"A ""higher status"" colleague of mine despised my attitude and  
organization of work."
4,"Once again, my life partner came back home drunk at midnight."
5,"My love and me rented a room in a hotel one evening.  We stayed  
there a few hours and when leaving the hotel, I felt ashamed."
6,"[ I had, by being silent, disapproved my love and made him  
unhappy.  He had not been able to keep his promise.  I thus was  
thinking about my own conduct towards another person.]"
1,"My boyfriend hinted over the phone about wanting to ""be free"".   
He thus did not say it point blank, silence followed."
2,They had returned much less of my taxes than I had expected.
4,"In the morning, the cat of my landlady had vomited on the floor,  
near the staircase I take to go to the bathroom."
5,"My boyfriend's mother, whom I had not met earlier, made an  
unexpected visit.  I was lying lazily on the bed, reading a  
newspaper and my boyfriend was studying."
6,"The cat of my landlady escaped through the window which I had  
left open."
2,"My parents put pressure on me to buy clothes, when I would not  
have liked to do so."
4,"At school, I detested the spinach gruel which had lumps of flour  
in it."
5,"I told some acquaintances of mine something that I regretted  
later."
0,When I got a letter from home.
1,"While cycling in the country a dog started running beside me,  
growling and barking, and trying to bite my foot."
3,"When I had to move away from home to study, and I knew that I  
would not be coming back home for a long time."
5,"When I realized that I had been wrong about a person close to me,  
because of pre-set ideas and prejudices."
6,"When I reproached my friend because I was myself low-spirited and  
disappointed."
1,[ In an aeroplane.]
2,"I was angry at my boyfriend who had promised to come to see me  
but did not because he spent the evening with his pals."
3,"The breaking up of a relationship.  We decided that the  
relationship could not carry on, so it was no surprise to me.  
And anyhow, I had known it would happen sooner or later."
4,The disgust I feel towards a certain person.
5,After an event in which I felt that I had acted unfairly.
6,"At my job, I got disproportionately angry with a child.  My  
reaction was not as it should have been."
0,"I went to see the entrance examination results at university.  I  
rejoyced at my success."
1,"I borrowed a car which was supposed to be used for a long journey  
a few hours later, and one of the tyres burst in the middle of  
the town and I did not know what to do."
2,"An utterance, which I had intended to be a joke, was taken as an  
offence.  In my opinion, this was stupid, and I got angry."
3,"My best friend had a relatively severe illness.  I was sad  
because she was suffering."
6,"I am going steady with a boy, but I had sexual intercourse with  
another one, and I felt guilty about it afterwards."
0,A good report card (a scholarship) in primary school.
2,"I got angry at a friend of mine whom I caught reading my notebook  
(almanach)."
3,When my grandmother died of cancer.
5,"[ Sometimes I have by accident said to another person something  
in which it is easy to read a negative attitude.]"
1,"When abroad, while driving a car along a dark, winding road."
2,"When my sister took my things without having asked for my permission  
first."
3,When my grandfather died.
6,"When I decided to move away from my parent's home, my mother told  
me that it was as if a part of her had been torn out of her."
0,"When I went to a job interview, I met a person who was very nice,  
and his attitude made me glad."
1,"My episode of fright happened when I came to study.  I had to  
stand in front of my still unknown fellow students and talk about  
myself.  My hands shook, I flushed and became tongue-tied."
0,"I was in a restaurant with my boyfriend when I saw my best female  
friend after not seeing her for two weeks.  We rejoyced, hugged  
and had a long talk."
2,"My brother told me that a person (whom I know) had insulted him.   
I am very fond of my brother, and as he himself can not get angry  
or hurt, my protectiveness was aroused and I got angry."
4,"I happened to see two boys fighting, one of them fell down and  
hurt his head.  The other one used this to spank the head of the 
boy on the ground."
5,"I had been away all night without having told my parents about  
it.  In the morning when I came home, my mother looked tired.   
She said that she had been awake all night because of me and that  
she was angry and disappointed."
6,"I had not written to, or called my grandmother, who was lonely,  
for a long time.  My mother asked me to call her on her behalf  
and when I did so, my grandmother was delighted and she told me  
that she had been waiting for some news from us."
0,When I was sick my husband bought me a piece of cake.
3,"When my sister left to go home, in Sweden, after the Christmas  
Holidays."
4,"I once watched the series called ""Dynasty"" on TV, and I detested  
it."
